,x,y,c,ind+1
33167,13.64727,-16.186867,2,1099723
33168,17.247046,-9.422581,2,1099794
33169,-9.171616,-28.851448,7,1099808
33170,6.710944,-30.970697,13,1099826
33171,-8.7246895,-29.095222,7,1099872
33172,-5.1935773,15.760672,9,1099888
33173,15.577684,-12.909179,2,1099942
33174,-8.294349,-2.157072,11,1099966
33175,-10.133888,-31.490795,7,1099985
33176,-31.995098,16.338724,12,1100003
33177,19.654366,-32.409798,13,1100042
33178,-8.546303,-29.135082,7,1100067
33179,-34.101418,-1.2050158,3,1100069
33180,28.65972,-9.369605,5,1100077
33181,23.053772,18.051872,10,1100083
33182,4.3852,36.55267,1,1100093
33183,-2.60356,16.193056,9,1100149
33184,-0.6474035,-31.36695,7,1100158
33185,-8.903685,-8.585763,11,1100171
33186,-35.866554,13.997859,12,1100174
33187,10.465087,-37.49503,13,1100186
33188,12.317662,-2.8557458,15,1100189
33189,-4.537692,15.930699,9,1100265
33190,-21.847769,22.884117,14,1100290
33191,11.864885,8.42419,15,1100312
33192,13.990702,-7.3099794,2,1100320
33193,-2.6319506,-26.648468,7,1100446
33194,-0.92065406,-14.5761595,2,1100450
33195,-35.39257,14.756914,12,1100477
33196,2.1975825,-30.074493,13,1100514
33197,31.77262,-15.632751,5,1100516
33198,15.442867,-32.319958,13,1100564
33199,-21.005722,3.7501676,4,1100577
33200,24.74947,28.275707,6,1100591
33201,14.508093,-29.428215,13,1100620
33202,-29.38219,-18.848886,8,1100630
33203,-37.570347,14.292607,12,1100640
33204,1.6499071,-21.357416,7,1100645
33205,-0.68862385,13.578963,9,1100676
33206,-33.22303,-8.985269,3,1100688
33207,-8.484975,-4.167928,11,1100691
33208,4.207833,16.514992,1,1100710
33209,18.978659,6.4950686,10,1100713
33210,-12.856446,5.298159,11,1100760
33211,-7.5439196,-20.219696,7,1100761
33212,22.599924,-32.633316,13,1100779
33213,-21.633091,-8.201108,4,1100893
33214,3.7345645,-23.605268,7,1100947
33215,-0.8551209,-25.497593,7,1100953
33216,-5.3682613,-32.54646,7,1100961
33217,-38.3324,13.324697,12,1101017
33218,3.5028381,0.290514,15,1101163
33219,-9.531528,-28.26948,7,1101169
